lat0 37.792480, lon0 -122.397450
posX,posY,posZ,halfSizeX,halfSizeY,halfSizeZ
-4.023886000000000251e+01,-9.923153999999999542e+01,5.900000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,5.900000000000000000e+01
-3.023885999999999896e+01,-9.923153000000000645e+01,5.900000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,5.900000000000000000e+01
-2.023885999999999896e+01,-9.923153000000000645e+01,5.900000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,5.900000000000000000e+01
1.976114000000000104e+01,-9.923153999999999542e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
2.976114000000000104e+01,-9.923153999999999542e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
3.976111999999999824e+01,-9.923154999999999859e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
4.976113999999999749e+01,-9.923153999999999542e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
5.976113999999999749e+01,-9.923153999999999542e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
6.976113999999999749e+01,-9.923153999999999542e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
7.976113999999999749e+01,-9.923153999999999542e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
1.497610999999999990e+02,-9.923153999999999542e+01,3.450000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.450000000000000000e+01
1.597610999999999990e+02,-9.923153999999999542e+01,3.450000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.450000000000000000e+01
1.697610999999999990e+02,-9.923153999999999542e+01,3.450000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.450000000000000000e+01
1.797610999999999990e+02,-9.923153999999999542e+01,3.450000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.450000000000000000e+01
1.897610999999999990e+02,-9.923153999999999542e+01,3.450000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.450000000000000000e+01
1.997610999999999990e+02,-9.923153999999999542e+01,3.450000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.450000000000000000e+01
2.097610999999999990e+02,-9.923153999999999542e+01,1.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
-2.802389000000000010e+02,-8.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-2.702389000000000010e+02,-8.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-2.602389000000000010e+02,-8.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-2.502389000000000010e+02,-8.923153999999999542e+01,7.999998999999999683e+01,5.000000000000000000e+00,5.000000000000000000e+00,7.999998999999999683e+01
-2.402389000000000010e+02,-8.923153999999999542e+01,7.999998999999999683e+01,5.000000000000000000e+00,5.000000000000000000e+00,7.999998999999999683e+01
-2.302389000000000010e+02,-8.923153000000000645e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-2.002389000000000010e+02,-8.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-1.902389000000000010e+02,-8.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-1.802389000000000010e+02,-8.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-1.702389000000000010e+02,-8.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-1.602389000000000010e+02,-8.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-1.502389000000000010e+02,-8.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-1.402389000000000010e+02,-8.923153999999999542e+01,7.999998999999999683e+01,5.000000000000000000e+00,5.000000000000000000e+00,7.999998999999999683e+01
-6.023886000000000251e+01,-8.923153999999999542e+01,1.500000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00
-5.023886000000000251e+01,-8.923153999999999542e+01,5.900000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,5.900000000000000000e+01
-4.023886999999999858e+01,-8.923153999999999542e+01,5.900000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,5.900000000000000000e+01
-3.023885999999999896e+01,-8.923153999999999542e+01,5.900000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,5.900000000000000000e+01
-2.023885999999999896e+01,-8.923153999999999542e+01,5.900000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,5.900000000000000000e+01
1.976114000000000104e+01,-8.923153999999999542e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
2.976114000000000104e+01,-8.923153999999999542e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
3.976113000000000142e+01,-8.923153999999999542e+01,9.150000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,9.150000000000000000e+01
4.976113999999999749e+01,-8.923153999999999542e+01,9.150000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,9.150000000000000000e+01
5.976113999999999749e+01,-8.923153999999999542e+01,9.150000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,9.150000000000000000e+01
6.976113999999999749e+01,-8.923153999999999542e+01,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
2.897610999999999990e+02,-8.923153999999999542e+01,1.500000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00
2.997610999999999990e+02,-8.923153999999999542e+01,1.500000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00
-2.702389000000000010e+02,-7.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-2.602389000000000010e+02,-7.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-2.502389000000000010e+02,-7.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
-2.402389000000000010e+02,-7.923153999999999542e+01,8.000000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+01
